Open,High,Low,Volume,Chg%
31738,31749,31641,6730,-0.03
25523,25548,25477,2700,-0.45
27012,27130,26520,2920,-1.93
50880,51038,50727,21980,-0.13
50715,51068,50582,700,0.77
28639,29030,28618,27690,1.4
72491,72916,72466,11230,0.34
37250,38125,37250,44110,1.93
26800,26800,26450,12520,-1.71
26574,26590,26228,18830,-0.96
29220,29499,29216,11140,1.27
31000,31118,30950,5270,-0.28
56280,56367,56205,140,-0.28
61800,61943,61622,6620,-0.13
37419,37684,37355,22870,0.66
29700,29873,29682,10060,0.12
31119,31287,30767,9470,-1.31
27810,28124,27761,3300,0.9
72860,73194,72701,12280,-0.14
59455,59538,58711,13670,-0.79
120751,121570,120523,55453,0.39
46860,47187,46526,17880,-0.4
43520,43759,43035,20610,-0.09
28950,29337,28893,32240,0.38
49069,49288,48976,13310,0.46
108674,109250,108594,32594,-0.02
51693,51693,51223,9730,-0.58
109279,109786,108990,34441,0.7
47132,47455,47106,12460,0.14
60822,61590,60005,240,0.04
29515,29537,29444,5500,0.0
26974,26990,26805,6310,-0.17
46244,46379,45955,28540,-0.19
30811,30994,30800,8350,-0.19
33189,33260,32877,8130,-0.81
31120,31440,31120,16050,0.87
32011,32090,31653,23880,-0.63
30489,30804,30425,870,1.42
60950,61223,60950,5060,0.05
46290,46308,45401,4780,-1.62
62102,62462,61775,13130,-0.35
48664,48874,48582,2830,0.54
29009,29240,28960,1000,0.42
62255,62329,62005,7530,-0.14
47324,47344,46965,11510,-0.29
28234,28399,28155,13180,0.51
39520,40002,39486,210,1.8
71199,71530,71150,9020,-0.04
85736,85875,84780,5943,-0.83
47800,47989,47780,12530,0.09
46187,46188,44910,5190,-1.2
30399,30399,30210,6690,-0.67
27120,27636,26822,35790,-0.47
50021,50049,49630,18140,-0.24
65484,65695,65349,7770,-0.1
25300,25610,25162,18050,1.0
28550,28969,28111,31580,0.72
51499,51816,51499,10730,0.29
61350,62625,61350,18880,2.03
31180,31385,31120,14450,0.28
25710,25750,25510,11940,-0.37
75556,75693,74857,22000,-0.11
50094,50450,50093,190,0.36
46783,47290,46478,21660,1.09
46910,47090,46750,10000,0.04
52274,52479,52184,4660,0.38
58690,59111,58677,8140,0.66
30800,30971,30610,280,0.62
38106,38295,38060,20590,0.43
116433,117620,115900,51023,0.34
47706,47706,47015,13810,-1.34
27036,27080,26801,12720,-0.64
48835,49435,48578,34630,0.72
58300,58600,58206,8810,0.38
29726,29782,29700,4900,-0.17
55935,56050,55100,170,-0.24
29700,29729,29268,10650,-1.08
71049,71777,70995,20810,0.28
52950,53478,52950,13890,0.59
50000,50970,50000,45430,1.29
75169,75359,74620,1380,-0.05
26746,26746,26361,16510,-0.88
28651,28765,28560,7970,0.17
30389,30421,30010,190,0.17
27950,28067,27827,7440,-0.19
52400,52598,51355,59160,-0.49
34981,35121,34802,21460,-0.53
26548,26840,26235,33870,0.46
127010,127096,121767,107420,-2.54
31300,31815,31250,17380,1.75
49121,49246,48755,30040,-0.75
29912,30135,29832,110,-0.22
31681,31710,31518,10690,-0.45
32261,32320,31931,18620,-0.86
29730,29867,29661,20090,-0.36
29852,30090,29716,8200,0.72
128785,130200,128513,51597,0.24
59528,59528,59029,780,-0.97
27552,27900,27552,1200,0.05
28332,28437,28320,3950,0.16
29469,29469,29361,60,0.28
30841,31000,30695,1890,-0.21
48701,49000,48588,17920,0.35
30320,30415,30091,18370,-0.06
47200,47295,47077,14020,0.17
91960,93417,90970,64255,0.92
31027,31250,30914,12970,0.26
48767,48936,48590,10910,0.54
24997,25065,24881,14620,-0.54
87552,87844,87341,17163,-0.07
45000,45300,44625,33560,0.21
29280,29320,28900,16580,-0.18
28035,28470,27361,480,1.02
40345,40633,40232,19970,0.69
30893,30893,30552,330,-1.09
71846,72341,71612,300,-0.21
98190,99890,98190,56997,1.81
129325,129600,127912,60448,0.49
88299,88775,88241,22231,0.78
46808,47097,46511,23540,0.3
51557,51739,51305,29230,-0.85
48151,48151,47915,630,0.17
58186,58450,58148,120,0.2
26130,26250,26050,14660,-0.58
26925,26928,26801,8930,-0.42
50980,51131,50231,33720,-1.68
72234,72244,72050,70,-0.01
50210,50670,50210,11420,0.49
29349,29419,29080,12950,-0.87
47025,47280,46941,14250,0.33
92948,93446,92425,52253,0.34
62205,62578,62088,9880,0.03
31850,31850,31618,10530,-0.26
50609,50970,50271,21200,0.29
46924,47325,46672,21080,0.68
29155,29444,29123,10830,0.58
71622,71622,70875,18030,-1.07
27747,27774,27651,4160,-0.41
58469,58637,58150,13960,0.13
28201,28236,28005,9920,-0.22
58186,58430,57800,14100,-0.55
33801,34750,33801,190,0.88
71230,71240,70661,13460,-0.4
50877,51057,50200,14270,-1.21
30701,30849,30620,14750,0.06
98800,99040,98254,33811,-0.18
48290,48460,48150,16070,0.19
53802,53957,53721,5810,-0.29
38759,38800,38518,720,-0.49
47125,47285,46877,9960,0.12
27611,27611,27455,11210,-1.25
26508,26997,26440,5080,0.23
28405,28405,28140,10490,-1.13
32800,32800,32585,9620,-0.78
31832,31833,31284,25970,-0.5
29190,29395,29152,21900,-0.01
51267,51295,50901,4570,0.1
29161,29180,29002,13980,-0.16
53000,53259,52507,15290,-0.94
26760,27120,26760,15630,1.0
47906,47986,47351,29710,-0.63
26850,26877,26715,6530,-0.31
26734,26839,26521,12980,-0.76
37943,38249,37810,23230,0.59
26734,27060,26640,190,0.39
31306,31570,30500,640,-1.77
49900,50318,49711,25620,-0.05
97499,97795,96465,46469,-0.56
29050,29200,28983,14640,0.84
29250,29370,29215,11600,0.5
50444,50610,50122,21880,-0.41
93010,94800,92800,48431,1.55
50159,50395,49910,13460,0.0
54900,55660,54900,35600,0.41
29907,30290,29879,11080,1.23
31105,31360,31072,60,0.38
30215,30350,29925,70,-0.21
30820,31075,30789,8210,0.98
51959,52250,51266,47380,-1.27
72270,73041,72200,21500,1.09
29580,29651,29283,22800,-1.27
27770,28113,26850,190,-0.32
76250,76749,76051,20720,0.9
27250,27250,26533,23410,-2.55
28798,28920,28781,9610,0.67
48154,48154,47760,12200,-0.44
95910,95910,94518,27196,-1.6
25632,25861,25434,19180,0.29
30456,30474,30288,8330,-0.33
26211,26371,25737,22290,-1.71
47260,47449,47174,14480,0.39
28990,29053,28865,15130,0.22
40474,40625,40460,14930,0.38
28750,28840,28714,7950,-0.02
98111,98294,96265,46784,-2.36
46370,46973,46370,21620,1.22
29591,29670,29441,2140,-0.59
26260,26521,26199,16560,0.43
85799,86315,85703,26919,-0.12
29910,30080,29910,5850,0.47
29070,29380,29013,12430,0.05
76261,77273,76160,21650,1.07
28550,28573,28412,5920,-0.56
101390,103422,101390,25604,1.66
56879,58100,56800,640,1.29
30155,30155,30001,2100,-0.31
78246,78670,78157,12200,0.11
30730,30849,30610,19040,0.07
59600,59978,59481,12200,0.43
39198,39370,38353,630,-2.12
76160,76445,75661,15260,-0.43
32148,32148,31638,17110,-1.59
26383,26468,26292,9710,0.13
75177,75827,75177,15840,1.21
28350,28445,28320,4660,0.21
100711,101519,100380,54311,0.15
37750,37960,37725,19980,0.63
29130,29388,29130,7660,0.59
47550,47550,46839,40,-1.51
26594,26639,26200,630,-0.77
51100,51143,50700,10610,-0.65
26436,26665,26313,16470,0.41
29449,29570,29140,30930,-1.02
68999,69226,68800,570,0.68
26271,26360,26102,13820,-0.55
60711,61400,60711,11020,0.0
121298,122294,120600,69402,0.8
77798,78300,77635,11660,0.95
42000,42571,42000,19670,1.49
38076,38120,37965,12050,-0.28
69560,71499,69455,120,1.56
51000,51395,50551,31610,1.08
57665,59019,57634,23770,2.4
47950,48300,47739,40,0.04
46867,46904,46138,6950,-0.64
27766,27828,27650,7070,-0.48
49016,49145,48681,17040,-0.53
50948,51080,50111,22590,-0.15
59125,59540,59101,90,0.47
28921,28960,28680,9880,-0.59
26195,26226,26089,11460,0.05
51500,51799,51500,12580,0.68
50882,50970,50804,30,-0.36
119759,120495,119160,76339,0.69
32974,33149,32846,21560,-0.07
51168,51696,50843,500,2.05
29730,29740,29561,6630,-0.39
73389,73492,72907,16520,-0.54
26470,26494,26342,7830,-0.2
27696,27994,27673,12810,1.16
30350,30409,30222,10980,0.15
28738,28738,28515,12640,-0.92
46800,46960,46482,17130,0.67
59460,59500,59110,7400,-0.4
30732,30750,30490,8560,-0.65
29687,29941,29671,1150,0.11
27985,28085,27874,10300,-0.18
26096,26177,26041,12550,0.02
28789,28845,28267,9710,-1.47
29851,29862,29622,19510,-0.07
49875,50168,49856,10020,-0.09
31101,31288,30985,70,0.31
44500,45002,44500,150,1.21
26949,27118,26913,16610,0.39
28750,29183,28725,13440,1.57
65452,65541,65222,8440,0.0
28479,28688,28420,7210,0.68
95000,95640,94922,37674,0.75
56235,56280,55929,8920,0.14
134900,136888,134698,54815,0.86
27011,27172,26996,13600,0.56
72541,72740,68600,48270,-5.5
26313,26519,26219,14890,0.54
30187,30250,29800,270,1.3
106661,107682,106410,50562,1.22
25169,25190,24860,240,-0.49
29950,30400,29950,33820,1.67
28291,28460,28253,15280,0.31
41488,41987,41390,27950,1.02
28916,29029,28820,18140,-0.09
70690,71475,70690,16430,0.45
74366,75165,74305,18510,1.45
26519,26991,26519,16890,1.19
37863,37987,37850,11990,0.23
80247,80730,80195,11055,0.18
47400,47493,47073,40800,-0.17
47540,47990,47512,31360,0.38
55600,55821,55555,450,0.56
38382,38487,38200,18610,-0.55
71199,71550,70871,12030,0.06
34740,34850,34687,19680,-0.06
31070,31083,30920,7520,-0.13
94941,95750,94940,19680,0.13
59325,59380,59135,8380,0.13
26320,26470,26180,22310,-0.39
46556,46557,46345,20,-0.34
77455,77589,77031,16020,-0.18
71130,71439,71005,210,0.43
76100,76189,75587,1760,-0.88
29451,29600,29438,7900,0.36
57675,57788,56674,6960,-1.06
26760,26915,26685,9130,0.47
28639,28842,28639,5740,0.63
124000,125162,124000,55048,1.05
30024,30078,29910,20740,0.01
29620,29680,29450,13180,-0.66
58250,59295,58066,16730,2.22
31800,31912,31663,9540,-0.13
35012,35090,34921,15420,0.02
56216,57600,56216,18780,2.56
29602,31495,29571,12250,4.38
59117,59200,58872,5870,-0.19
51666,51922,51504,17160,0.51
38259,38406,38021,23550,-0.48
28656,28680,28535,5950,-0.38
60050,60444,59764,13500,-0.16
51900,52009,51202,25680,-1.37
46984,46984,45876,24980,-1.77
26138,26343,26120,14250,0.25
50688,50980,50551,23660,0.37
31011,31480,30941,11240,1.4
52498,52498,52101,12110,-0.27
47025,47500,47000,24590,0.13
47200,47242,46569,42280,-0.69
34395,35037,33900,40,1.02
71339,71365,70967,9590,-0.26
28275,28475,28233,11590,0.05
95303,95856,95097,5766,-0.62
30613,30788,30613,7260,0.18
108601,109050,108455,38282,-0.01
58999,58999,58576,8320,-0.51
50346,50437,49910,34580,-0.96
40533,40635,40451,13040,0.11
38993,38994,38701,5570,-0.4
28590,28645,28480,13990,-0.26
30660,30972,30600,70,0.85
63441,63441,62400,80,-0.15
51180,51180,49888,11190,-2.65
47165,47380,46850,40320,0.2
29750,29939,29650,10180,-0.04
56895,56929,56650,6580,-0.03
50063,50233,49856,9050,-0.42
62580,62982,62063,340,0.79
52000,52296,52000,9680,0.19
48185,48394,48106,7950,0.37
38821,38962,38385,40450,0.12
49213,49545,49008,16470,0.12
29479,29513,29258,230,-0.23
29910,29977,29830,9390,0.04
45735,46275,45100,31180,-0.75
28618,28658,28557,6070,0.22
50419,50540,50300,7050,-0.12
27350,27441,27152,13410,-0.29
31740,31930,31676,16670,-0.13
25000,25180,25000,13280,0.28
32300,32363,32190,12920,-0.06
31284,31373,31181,13720,0.41
47430,47460,47250,11820,-0.14
29550,29649,29381,11700,-0.42
26485,26530,26025,15680,-1.57
50755,51022,50502,350,0.38
98905,99250,98617,34285,0.14
28068,28247,28022,13210,0.32
30000,30243,29868,15670,0.08
34698,34862,34611,23110,0.58
71721,72111,71501,3440,-0.2
132350,133399,131663,51610,0.1
28090,28594,28090,14140,1.49
72540,73125,72516,13140,0.66
28387,28480,28171,10480,-0.08
46100,46146,45805,12760,-0.19
45600,46180,45518,21450,0.97
26300,26621,26272,16740,1.6
53246,53544,53130,140,0.01
30073,30385,30062,2260,0.9
31737,31999,31530,540,-0.14
52511,52545,52183,12710,-0.2
30500,30516,30371,7080,-0.21
47531,48035,47531,15990,0.83
25824,25824,25720,10570,-0.3
51400,51750,51318,14700,0.96
61726,61948,61516,6650,-0.08
47890,47925,47639,190,-0.1
84470,85399,84470,22181,1.29
27008,27110,26920,19690,-0.19
62021,62030,61755,3840,-0.21
26646,27068,26511,16300,1.17
28905,28971,28851,7770,-0.07
63153,64135,62620,90,0.74
38839,39049,38300,170,-0.71
31444,31482,31280,12680,-0.21
38550,38869,38360,28460,0.15
61601,62512,61450,10550,1.38
29095,29170,28865,50,-0.57
46089,46148,45708,16300,-0.03
26041,26085,25873,20910,-0.02
50186,50269,49850,8400,0.08
49054,49606,47651,110,0.53
29230,29317,28931,20330,-0.72
47833,48039,47517,6980,-0.67
26548,26600,26350,11550,-1.39
51935,51965,51525,60,-0.31
62196,62370,62125,10910,0.32
76198,76635,76121,17750,0.49
95100,95765,94778,9095,0.81
78203,78717,78090,17089,-0.3
30515,30515,30070,13030,-1.86
50100,50491,50001,25040,0.43
40618,40839,39750,100,-1.42
47280,47427,47243,60,0.25
28834,28868,28600,1640,-0.76
98573,99231,98350,37025,0.28
32214,32214,31897,12410,-0.8
58350,58391,57930,8400,-0.41
58932,59120,58902,4160,0.06
26311,26595,26263,16340,0.62
25518,25539,25241,14420,-1.27
58860,58948,58674,6480,-0.32
50752,51648,50615,15490,1.34
31576,31629,31462,6640,-0.33
30145,30200,29920,170,-0.73
29050,29248,29030,7420,0.4
76095,76164,75828,180,0.16
68949,69444,68608,14890,0.94
122361,124195,121500,76478,1.04
31042,31062,30884,9050,-0.33
31795,32155,31795,12900,1.62
28210,28277,27950,4410,-0.36
30682,30779,30443,15880,-0.22
97597,98076,96460,46210,-0.79
59805,60040,59676,7820,-0.05
30120,30160,30113,940,0.07
31101,31189,31047,6100,-0.09
58880,58993,58600,7880,0.0
26122,26800,26060,1600,1.72
117031,120730,117031,61325,0.61
58111,58594,58046,10120,0.08
30110,30269,30082,6310,-0.04
52225,52455,51765,11110,-1.21
50750,50786,50166,16020,-1.03
50636,51161,50636,23840,0.6
26350,26375,25684,15940,-1.71
30967,31335,30941,17460,0.25
50551,50731,49982,14440,-1.08
28630,28640,28459,90,0.0
29700,29830,29671,11120,0.33
34809,34839,34639,25480,-0.16
30600,30811,30600,8670,0.77
123189,123580,121961,66588,-0.54
31650,31780,31590,5670,-0.3
48986,49020,48251,330,-0.94
31100,31159,31066,8480,-0.13
49101,49275,48705,13290,-0.44
59208,59310,59021,6940,-0.32
51578,51638,51175,7330,-0.75
132252,132575,131803,41184,-0.19
30922,31075,30770,9890,0.35
53444,53715,53401,6290,0.41
26877,26950,26760,11250,0.0
45267,45267,44472,30,-1.11
27700,28145,27700,27570,1.37
109222,109570,109050,30033,0.34
25250,25280,25154,7600,-0.3
29751,29751,29550,8270,-0.82
29341,29525,29280,7800,0.58
28101,28140,27754,16370,-1.18
82661,83194,82309,21445,0.65
136526,136527,134866,59050,1.1
30820,30895,30567,16200,-0.66
33435,33440,32000,240,-1.51
44190,44400,43860,80,1.65
47450,47465,47150,280,-0.46
44720,44775,44163,29840,-0.47
48420,48513,48080,3740,-0.35
51395,51416,50975,12930,-0.69
71534,71639,71405,6310,0.02
51363,51581,51319,5220,0.04
27011,27099,26775,19260,-0.89
29517,29722,29251,24730,-1.41
76666,77260,76666,16379,0.81
38068,38165,37853,24420,-0.43
28398,28565,28392,12930,0.39
30973,31178,30973,8590,0.62
28804,28930,28740,12500,0.09
32900,32975,32807,9820,0.04
26950,27070,26835,14940,0.28
44910,44984,44584,19810,-0.55
56289,56492,56073,9600,-0.15
31440,31514,31384,6750,0.07
26624,26980,26588,12830,1.39
51000,51498,50714,44490,0.56
31499,31549,31350,70,0.17
59588,60200,59200,40,0.25
27930,28046,27888,11870,-0.09
29187,29231,29081,9330,-2.86
56759,56839,56466,7870,-0.4
28965,29224,28965,10160,0.12
26696,26938,26696,16430,0.8
25440,25789,25421,24140,1.28
40352,40464,40251,14130,0.18
125302,125800,124961,44486,0.61
26490,26600,26363,6820,0.19
47934,48399,47922,13010,0.92
51292,51296,50340,17870,-1.38
37795,38286,37757,21990,1.09
30855,30917,30735,860,-0.24
60916,61390,60906,11890,0.73
26450,26486,26010,16520,-1.39
51232,51565,51130,7920,0.47
29550,29660,29411,10220,0.0
50150,50577,49961,15450,0.38
50893,51725,50460,23680,1.32
27860,28134,27770,960,0.98
26824,27033,26797,12540,0.52
93549,93549,92334,24038,-0.48
33800,33877,33680,9090,-0.1
50880,51280,50755,340,0.03
109199,109694,108589,53408,-0.68
29325,29445,29258,10850,0.08
26581,26710,26566,14870,0.14
26800,26911,26650,570,0.55
56634,56634,56103,10490,-0.93
31000,31060,30960,2480,0.4
26325,26490,26001,250,0.23
31899,32064,31806,9410,0.32
50500,50560,50361,4410,0.12
28850,28985,28800,9090,0.1
47276,47466,47005,3010,-0.77
31895,32004,31790,15880,-0.03
95867,95991,95390,23656,-0.41
51453,51453,50763,15000,-1.63
51734,51734,49872,53200,-2.42
25221,25281,24981,13070,-0.86
61600,61830,61512,8140,0.37
24694,25034,24671,21500,0.73
25455,25455,25303,10140,-0.67
29835,32357,29835,48210,4.87
29876,29884,29705,6830,-0.23
31449,31517,31305,8780,0.22
24802,25146,24781,15390,0.99
48782,48900,47910,22470,-1.77
50115,50470,50000,29790,0.21
25032,25058,24880,6110,-0.26
70247,70630,69718,18580,-0.69
30928,31180,30740,18990,-0.27
26438,27050,26087,1150,-1.21
55257,56147,55253,13840,1.5
31298,31324,31215,6170,0.12
79267,79587,79257,14648,0.45
49255,49255,48659,29840,-0.79
26280,26390,26128,15570,-0.23
71520,71597,71260,7670,0.12
31800,31815,31590,12270,-0.53
26011,26250,25870,17350,0.73
105694,107136,105694,44257,1.31
57000,57269,56888,9070,0.44
48975,49210,48800,890,0.26
27565,27599,27266,17570,-1.16
50242,50265,49830,31010,-0.62
29504,29636,29473,6190,0.38
46020,46395,45913,14800,0.59
50630,50680,50200,10820,-0.85
51209,51306,50950,190,-0.07
60746,60746,60200,11600,-0.74
31265,31349,31185,10410,-0.11
28061,28135,27851,19880,-0.64
27610,27676,27318,4010,-1.22
99423,100725,99366,45987,1.38
30380,30432,30284,7370,-0.22
73001,73001,71808,20680,-1.79
31550,31651,31410,680,0.23
94978,97500,94978,49584,2.95
27112,27197,27101,6980,0.28
31176,31217,30857,13210,-1.11
51035,51160,50500,100,-0.86
29861,29944,29644,10370,-0.71
34160,34173,33964,20450,-0.48
46882,47999,46837,120,0.36
46400,46925,46370,13880,1.19
29202,29400,29134,6930,0.69
31199,31199,30711,26760,-1.06
29150,29220,29099,5060,0.27
50169,50474,50105,8780,0.33
30312,30312,29750,29600,-1.85
77100,77100,75260,32159,-2.84
26450,26819,26450,15510,1.31
29207,29599,29072,13860,0.71
26915,27215,26862,12890,0.62
27100,27689,27070,27660,0.74
46740,46930,46400,35540,-0.37
28511,28688,28480,6930,0.19
28411,28572,28401,7630,0.2
28610,28639,28440,10850,-0.59
26240,26509,26210,16309,0.89
30275,30364,30184,10020,-0.21
46297,46840,46125,30050,1.49
31370,31427,31172,10050,-0.85
29100,29116,28982,7740,-0.4
47670,47670,47012,30720,-0.44
127199,128989,126955,78786,1.65
61331,61525,61135,7190,0.31
121489,122100,121125,63899,0.17
30233,30320,30155,7630,-0.22
38980,39067,38900,120,-0.16
75889,76109,75377,330,-0.09
50480,50849,50356,28690,0.32
30187,30187,29888,12580,-1.09
29650,29724,29580,10770,0.09
47090,47375,46753,220,-0.47
81890,82094,81551,1125,0.36
32686,32686,31460,60,-0.81
31589,31650,31041,10180,-1.35
48009,48900,47953,30,0.41
27310,27362,27085,14210,-0.65
25302,25302,24671,20770,-2.39
30663,30700,30300,330,-0.28
46680,46692,46500,50,-0.41
78600,78887,78550,3200,0.64
52300,52300,50660,80,0.38
27020,27289,26988,10270,0.82
47850,48061,47651,27330,0.19
27944,28134,27924,9900,0.35
65620,65675,65280,8360,-0.43
136300,138300,136300,46771,1.24
49200,49621,49050,13780,-0.55
30821,30864,30755,7690,-0.08
75000,75240,74838,10710,0.38
29640,29650,29270,10540,-0.96
26089,26095,25956,12790,-0.37
46491,46850,46160,43750,0.16
50755,50825,50512,10230,-0.35
28560,28790,28560,6080,0.56
60311,60373,59565,17110,-0.96
71262,71560,71061,3460,0.08
58620,58880,58430,11850,0.59
49952,50017,49251,13950,-1.15
74867,75736,74850,640,1.09
30824,30830,30587,9120,-0.75
28000,28185,27967,8760,0.05
28806,28859,28700,7080,-0.24
25199,25395,25173,13980,0.5
29095,29317,29077,22080,1.1
26580,27114,26580,390,1.0
50818,50824,48855,58390,-3.7
50800,50980,50548,11160,0.01
29520,29900,29425,110,0.95
65800,66280,65711,13050,0.25
78027,78497,77255,12950,-0.97
29615,29740,29430,7490,-0.25
28436,28436,28263,4310,-0.44
29265,29278,29153,5420,-0.33
50100,50122,49710,26650,0.25
74171,74299,73929,12790,0.28
29722,29821,29520,3160,-0.86
31991,32039,31785,17350,-0.55
31851,31934,31705,9670,0.08
61850,61899,61690,4510,-0.11
31033,31743,29914,2850,-2.04
25150,25170,24992,10710,-0.68
96968,98100,96967,26856,0.52
31020,31350,30860,500,0.17
37602,37741,37554,10900,0.24
28120,28197,27743,2230,0.57
47864,47864,47463,10190,-0.45
66000,66026,65750,8450,0.04
26938,26958,26760,9780,-0.31
27328,27350,27110,19660,-0.83
27544,27620,27421,11500,0.21
25870,26115,25801,15890,0.75
30907,31154,30907,130,0.21
47019,47573,46980,29120,2.03
50350,50470,49510,42440,-1.74
29560,29630,29500,6450,0.03
31251,31276,31112,6270,-0.46
54070,54281,54050,2780,0.23
59127,59846,59127,16040,1.29
32052,32184,31985,8900,-0.16
29694,29745,29576,15640,-0.04
29260,29293,29101,6680,-0.05
28631,28740,28351,17230,-0.26
46303,46360,46125,190,0.2
47742,47950,47333,24860,-1.02
30550,30947,30550,13640,1.29
106501,106720,105500,44391,-0.72
34800,34995,34591,34610,-0.44
26482,26750,26452,13550,0.95
56815,57000,56633,9070,0.31
29469,29810,29425,11070,0.55
29001,29009,28836,8980,-0.38
62465,62763,62250,80,0.29
30468,30690,30468,19020,0.68
55549,55999,55325,380,0.48
27995,28100,27945,9720,0.05
31271,31334,31220,9700,-0.15
62385,62386,61525,15530,-1.11
27518,27695,27513,13940,0.57
55849,55879,55580,6970,-0.27
43200,44180,43200,920,0.67
30222,30453,30129,11620,0.6
51849,52135,51812,33870,0.11
26100,26661,26100,32270,1.91
74289,74319,73869,11900,0.06
38367,38679,38331,20050,0.6
29881,30022,29333,17730,-1.75
48850,49100,48600,16510,-0.11
31250,31500,31163,80,0.44
25488,25740,25336,16640,-0.11
29450,29510,29402,6550,0.29
32090,32119,31855,13330,-0.36
80509,81800,80380,3833,1.53
96894,97100,96801,16898,0.17
69979,71038,69953,27670,1.52
93439,93650,92076,50124,-1.45
40489,40912,40489,15050,0.74
27282,27336,27081,9460,-0.58
27884,27975,27755,260,0.4
50961,51125,50901,2260,-0.02
28238,28250,27935,20530,-0.4
62314,63190,62200,150,1.35
30840,30915,30771,7330,-0.04
26770,26860,26725,9190,0.0
29615,29775,29600,5950,0.33
29995,29995,29632,26130,-0.83
30200,30298,30055,12400,-0.46
30075,30245,29915,23170,-0.2
99539,99588,98951,19836,-0.34
31718,31869,31641,9160,-0.4
48030,48030,47450,18240,-0.99
30307,30372,30111,1470,-0.8
30511,30511,30311,15940,-0.55
69850,70200,69400,270,-0.16
59600,59800,59600,1090,0.15
26774,26774,26381,15740,-0.9
76265,76449,76195,50,0.42
28969,28979,28765,10090,-0.65
95200,95997,95050,42952,1.35
71782,72402,71636,10510,0.53
50666,50860,50521,20350,-0.33
31045,31050,30631,19820,-1.14
38450,38690,38325,19570,-0.23
37620,37909,37620,9180,0.68
40043,40345,39972,15610,0.18
56560,56949,56367,16320,0.34
51821,51944,51507,9050,-0.5
32727,33028,32680,10850,0.49
61163,61420,61042,7050,0.22
30668,30737,30505,9250,-0.62
28432,28507,28058,8840,-1.24
30941,31010,30915,8320,0.28
30943,31139,30812,16740,0.99
53955,54650,53955,9990,1.1
59853,60344,59757,7860,0.4
31450,31544,31380,7900,-0.01
27362,27420,27186,1120,0.05
53855,54065,53690,7310,0.3
29930,30045,29863,6670,0.3
47652,47904,47564,2300,0.39
29275,29572,29275,15920,0.86
60485,60510,60140,7430,-0.2
29045,29180,29045,710,0.56
60925,61146,60700,190,0.47
51713,51903,51713,10,1.14
65456,66785,65390,19090,0.58
30571,30650,30413,13420,0.33
29912,29952,29816,5770,-0.41
48699,49248,48568,28330,-0.42
56760,57001,56588,4850,-0.06
97799,98398,97501,30766,-0.01
60986,60986,59918,14070,-1.38
26476,26667,26352,6970,0.81
46420,47118,46420,42900,1.38
30650,30812,30580,340,0.46
29090,29090,28802,9720,-1.03
29462,29689,29361,9900,0.57
122734,124280,122202,72005,0.26
29147,29300,29032,11320,0.1
31906,32056,31885,12060,0.31
28650,28650,28500,8420,-0.29
112673,113247,112100,35111,0.12
27741,27760,27575,9260,-0.44
26599,26613,26371,260,-0.47
47351,47398,47025,10430,-0.89
26695,26840,26552,3920,-0.06
48245,48496,48153,18850,-0.31
39749,39959,39684,15500,0.61
28559,28750,28460,14960,0.48
44686,44686,44370,10,-0.31
75200,76025,75070,16059,0.79
29651,30192,29651,18880,1.72
45403,46090,45349,490,1.13
29860,29978,29780,7690,-0.01
62500,62530,62013,11280,-0.8
27750,27826,27713,7060,0.13
71932,72138,71230,27360,-0.67
30951,30969,30677,14740,-0.52
26026,26095,25911,11830,-0.38
29290,29290,28935,12030,-1.03
52375,52549,52375,5960,0.45
50344,50780,50085,15310,0.68
25834,25918,25485,17490,-0.98
57117,57281,56690,9660,-0.58
53001,53148,52227,34030,-0.67
29151,29199,28981,15140,-0.09
120759,122723,120759,76521,1.82
33549,33549,33250,130,-0.22
38400,38434,38030,20640,-0.69
29256,29386,29185,10460,0.01
30350,30446,30105,21500,-5.98
99818,99929,98251,43351,-0.97
25798,25940,25735,17110,0.0
37753,37753,37530,11790,-0.52
90710,90749,90128,24651,-0.05
58080,58080,57690,10090,-0.38
29475,29500,29357,5800,-0.15
68617,69044,68521,11560,0.01
26865,27119,26839,21930,0.84
124348,126472,123673,102840,1.44
29905,29920,29470,36900,-1.42
69633,69698,69212,11110,0.3
26985,27140,26953,8630,0.22
37747,37830,37615,15750,-0.02
29325,29540,29274,11300,0.33
29241,29254,28767,10850,-1.02
29349,29490,29333,8210,0.32
51097,51115,50835,3000,-0.1
29701,29825,29701,5520,0.21
76267,76373,75900,210,0.13
29319,29345,28951,12950,-1.11
29810,29810,29141,18000,-2.24
29575,29757,29532,7870,0.4
72401,72606,72130,10680,0.07
28470,28530,28420,7690,0.01
31100,31400,30990,19750,-0.29
45634,46087,45527,41420,0.76
55405,56199,55400,45660,0.94
47924,48099,47872,90,0.44
28290,28539,28290,14340,0.49
31020,31320,31020,12380,0.69
115878,117242,114841,88813,0.72
48001,48050,47400,16920,-1.05
32101,32182,32000,17720,-0.29
29045,29344,29038,2160,0.78
29170,29170,28838,11520,-0.62
99010,99011,98235,30887,-0.64
78855,79300,78782,14484,0.83
46579,46924,46468,24160,0.83
47501,47570,47300,12490,-0.04
54663,55000,52589,48040,-2.63
71993,72390,71720,10070,0.2
28349,28349,28080,10240,-0.68
49087,49300,48872,16510,0.14
97965,99348,97965,39403,1.28
26740,27050,26640,14160,1.04
29130,29195,28912,18710,-0.55
79055,79149,78741,14402,-0.2
