Open,High,Low,Volume,Chg%
60100,60718,59696,350,-0.36
26602,26694,26075,20090,-0.96
99510,100275,99510,20910,0.26
100157,100421,99123,39711,-0.86
51070,51749,50513,48630,1.34
28469,28482,28301,11160,-0.08
29900,30058,29766,24070,0.4
97482,97634,96838,33760,-0.31
31243,31483,31177,9900,0.49
28200,28237,28111,10570,0.33
92889,93549,91668,61604,-0.76
75625,75688,75424,10820,0.07
26275,26380,26160,1790,-0.45
50323,50400,49385,34510,-1.44
78890,79135,78430,17304,-0.6
29289,29345,29101,19010,-0.02
54293,54880,54219,6980,0.58
59959,60339,59801,11150,0.38
47142,47243,46929,20,-0.1
29251,29251,28521,19540,-2.36
57445,57727,56802,340,-0.15
49202,49548,49155,15990,0.43
45642,45761,44200,2130,-1.74
28250,30000,28250,46400,5.3
58702,58762,58326,9890,-0.15
48310,48495,48180,13380,-0.18
29020,29043,28335,16650,-1.3
28500,28699,28365,110,0.2
50855,51284,50789,21050,0.83
52766,52766,51999,20,0.83
29786,29799,29607,6760,-0.37
60389,60420,60010,9460,-0.15
130905,133282,130400,98046,0.57
51602,51747,51257,13950,-0.47
46930,47060,46800,12220,0.19
79628,80199,79552,9023,0.82
47118,47325,46600,37740,-0.72
27400,27420,27289,7230,0.31
30680,30702,30580,4930,-0.32
61899,61899,60200,110,-1.43
97200,97299,95364,71860,-0.94
37340,37525,37270,22990,-0.01
47870,48199,47790,30,0.18
31302,31439,31158,350,-0.27
30660,30744,30559,11400,0.02
31420,31425,31160,480,-1.14
78050,78360,77130,25140,-1.13
44970,45330,44802,13160,0.75
46700,46709,46088,34790,-1.37
38650,38816,38619,16480,0.37
85391,86286,85346,27305,0.76
25706,25832,25605,13490,-0.49
71463,71697,71129,7600,-0.66
49709,49923,49542,560,0.35
37700,37749,37437,20700,-0.01
28890,28890,28640,11430,-0.9
31106,31178,30975,7770,-0.03
52237,52525,52210,3160,0.4
71847,72150,71552,11000,0.87
31600,31758,31542,12370,0.51
71194,71365,70575,420,-0.6
51528,51800,51473,9140,0.38
28060,28146,27981,9280,0.09
32857,32953,31915,1560,-1.12
73093,73533,72923,14640,0.21
43311,43615,41601,75050,-2.58
56348,56348,55737,9200,0.01
25950,25993,25126,1190,-0.84
128067,128067,126091,11229,-1.64
128900,129542,128301,34061,-0.36
48587,48668,47879,23050,-0.84
29499,29500,29161,430,-1.1
30357,30402,30026,20450,-1.33
48694,49048,48560,9900,0.32
56351,56499,54925,53590,-1.96
98393,99035,98145,23007,0.55
43014,43014,41689,310,0.61
28080,28158,27987,720,-0.06
27130,27228,26940,20300,0.2
96000,96000,93896,68188,-2.6
38175,38271,37980,26510,0.48
59472,59632,58474,16820,-1.52
92835,93165,92625,22481,0.25
65375,66120,65315,16030,0.92
50753,50945,50608,7910,0.13
25741,25830,25551,20540,-0.63
112098,114090,111909,66088,1.47
29095,29371,29095,6090,0.91
29750,29836,29644,7720,-0.14
27102,27102,26942,13690,-0.42
31313,31410,31188,12940,-0.31
25256,25317,25111,12670,-0.33
47534,47667,47046,24780,-0.54
29287,29287,28927,6540,-0.76
28677,28877,28673,10090,0.02
48983,49349,48900,15050,0.72
39813,39939,39736,15260,0.0
28877,28877,28712,1770,-0.54
59680,59850,59484,9120,-0.3
26685,26760,26526,13880,-0.49
31660,31678,31530,1800,-0.17
31096,31220,31010,4140,0.73
47770,48140,47730,10400,0.76
66028,66380,65960,8910,0.41
52468,53640,52270,43930,1.88
31251,31369,31224,9620,0.2
71306,71380,70684,14550,-0.01
50360,52635,50360,24780,2.34
46944,46980,46265,40760,-1.51
45499,46360,45499,19510,2.19
60938,60980,60200,14190,-1.16
37700,37767,37525,23030,-0.44
45970,46359,45805,30680,0.11
31055,31227,31050,8090,0.52
49901,50388,49616,17150,0.85
51531,51605,51200,200,-0.71
50801,51698,50800,10,1.76
47900,48195,47880,7160,-0.03
95350,95373,93707,61401,-0.88
50953,51543,50953,14580,-0.53
60085,60300,59805,10020,-0.46
25406,25515,25275,11440,-0.07
72725,73450,72725,17690,0.94
51902,52231,51734,8690,1.05
27207,27246,26970,18440,-0.73
29332,29463,29332,1700,0.23
26035,26095,25785,23700,-0.45
87666,88375,87665,19889,0.81
76459,77427,76311,21890,0.91
26212,26273,26113,7410,-0.41
27418,27427,27262,270,-0.27
39990,39990,39870,10010,0.02
31750,32017,31691,14670,0.95
96938,97993,96938,44005,1.12
73040,73180,72850,10750,-0.06
26595,26620,26465,9330,0.95
28769,28770,28600,9930,-0.28
28160,28299,28160,9350,0.47
25356,25496,25214,16280,-0.22
29500,29550,29440,190,-0.02
51047,51095,50805,8080,-0.13
30700,30700,30585,3970,-0.08
27642,27784,27633,15760,0.33
58385,58390,58007,8380,-0.66
33060,33082,32811,11150,-0.59
28763,28896,28680,7060,0.21
52100,52764,52100,15370,1.29
38547,38879,38465,19150,0.33
29977,30168,29977,6080,0.54
29030,29198,28960,15810,0.59
27417,27500,27260,15940,0.11
50847,50933,50711,5740,-0.15
62098,62669,62098,15330,0.88
70437,70549,70191,12810,0.0
47999,48259,47792,42280,0.01
27582,27725,27460,15210,0.11
30891,30906,30711,6820,-0.3
47779,47963,47669,13920,0.4
31497,31697,31497,9890,0.41
26450,26680,26388,12440,0.72
58900,59946,58900,3450,0.82
50386,50530,50280,7830,-0.17
50715,51493,50654,150,2.53
73415,73649,73306,12250,0.07
94940,95600,94451,25080,0.12
48048,48147,47830,28160,-0.32
27782,27782,26861,1050,0.13
31785,31898,31630,180,0.14
57001,57678,57000,11660,-0.21
73700,73700,72811,17590,-1.48
26900,26900,26634,10770,-0.82
75900,76350,75867,15640,0.43
31721,32053,31721,13470,0.45
38200,38260,37931,27740,-0.74
121126,121136,119215,73605,-1.31
51595,51842,50980,16200,-0.63
29500,29700,29500,14740,0.68
62238,62332,62053,7000,-0.1
73929,74345,73542,12790,0.94
55845,56253,55800,11810,0.76
59680,59800,59151,15370,-0.63
60500,60580,60075,10850,-0.15
55503,55540,55341,2610,-0.16
29020,29050,28705,13420,-1.36
27498,27598,26912,22240,-2.58
51600,51987,51553,1990,0.81
28170,28638,28170,15920,1.8
27358,27496,27343,12770,0.34
31341,31466,31252,16520,-0.15
31115,31292,31075,9910,-0.3
47794,47926,47671,9070,-0.09
47005,47005,45400,32290,-2.86
50850,50945,50685,7270,0.05
32147,32499,32113,1290,0.85
77899,78360,77590,30920,0.7
44280,44280,43511,23910,-1.39
63127,63250,62616,5660,0.1
50376,50740,50346,350,0.33
50411,50550,50330,8990,0.08
56000,56000,55566,6190,-0.77
40400,40990,40400,4950,1.43
37400,37680,37350,19810,0.42
28882,28882,28575,14660,-0.99
31401,31757,31265,16970,0.78
47170,47549,47100,12350,0.85
27919,28033,27840,10470,0.06
29788,29977,29767,7070,0.15
30238,30300,30154,170,-0.35
25189,25250,24975,3710,-0.38
72671,73230,72671,16520,0.79
28839,28910,28784,7330,0.11
71126,71379,71026,1090,0.05
29200,29200,28980,8750,-0.56
29101,29440,29095,9560,1.17
25800,26130,25780,25320,1.36
31001,31001,30873,6950,-0.27
31499,31647,31426,8010,0.47
26960,27009,26860,12060,-0.17
29229,29547,29180,25790,0.76
46602,47100,46601,30,0.61
30400,30535,30310,180,-0.14
47300,47938,47300,37640,1.22
37901,38060,37900,13840,0.15
84043,84245,83371,26411,-0.14
52464,52634,52360,650,0.15
32300,32410,32165,17660,0.04
27400,27584,27281,13710,0.52
30322,30850,30257,1600,1.99
25660,25794,25530,18360,0.24
31319,31364,31000,13550,-1.03
26073,26110,25971,14090,-0.21
98490,98590,97682,30927,-0.84
48550,48936,48400,10510,0.6
28799,28806,28622,9370,-0.46
37980,38273,37957,20310,-0.57
27235,27800,27207,110,1.36
29660,29748,29605,12470,0.09
84791,84895,84346,15711,0.51
47831,48088,47723,11580,0.4
47399,47706,47356,17130,0.48
46490,47420,46480,51030,1.55
31016,31085,30859,14940,-0.7
33630,33658,33265,14500,-1.24
34469,34806,34332,31360,0.67
25589,25620,25410,9900,-0.73
30705,30872,30030,230,-2.21
50020,50020,49258,21400,-1.41
59241,59399,59041,130,0.12
29430,29832,29421,6940,0.73
86250,86250,85450,26706,-0.18
55419,55820,55264,1590,0.66
71601,71901,71530,13030,0.35
52854,52854,52626,8270,-0.35
28050,28058,27932,10780,-0.29
25920,25971,25732,15150,-0.13
48470,48588,48237,17740,-0.04
48205,48205,46628,32070,-3.1
124154,126590,123620,76031,1.99
100649,100990,99970,44304,0.16
69849,70000,67924,110,-1.07
50678,50678,50090,19970,-0.91
32200,32200,32031,13040,-0.34
31160,31316,31082,14960,-0.15
50280,50351,49990,150,-0.69
46499,46680,46171,42680,0.62
27095,27442,27094,26640,2.0
60100,60525,60100,10990,0.0
78323,78706,78228,16143,0.65
29760,30147,29760,38490,0.75
44762,45000,44650,12640,-0.22
29000,29074,28765,22560,0.26
74895,74936,74420,12360,-0.38
46890,46943,46500,30,-0.39
46987,47030,46810,6110,-0.35
29327,29412,29290,9650,-0.06
59064,59238,58555,11770,-0.55
113490,114150,112374,38769,-1.09
34499,34581,34300,25570,-0.01
26220,26600,26220,11900,1.12
48911,49036,48827,10270,-0.01
46747,46869,46612,11490,-0.09
31500,32379,31090,1310,-2.89
72149,72380,71850,9520,-0.21
28099,28369,27860,17400,0.2
30989,31027,30847,10830,-0.14
47730,47842,47402,80,0.61
29640,29700,29468,9680,-0.55
61399,61685,61399,4380,0.33
59138,59379,59001,200,-0.01
50915,51049,50306,27040,-0.98
28120,28158,28025,10170,-0.16
46750,46805,46100,60,-0.93
28088,28195,27985,9480,-0.01
28596,28719,28541,10870,0.07
25930,25965,25725,220,-0.22
49920,50200,49910,100,0.25
27896,27974,27771,15130,-0.5
39337,39490,38981,1850,0.06
52274,52672,52217,10440,0.62
50580,50735,50501,6640,0.09
40668,41500,39820,43820,2.22
58601,58840,58553,8870,0.17
71690,72751,71690,21550,1.41
55605,55986,55605,6390,-0.23
30871,30888,30685,9460,-0.56
73519,74074,73367,16900,0.97
62587,62587,61714,6480,0.11
30177,30342,30120,2920,0.25
29750,29750,29317,34880,-0.74
97250,97429,96760,29688,-0.19
37655,37880,37488,27500,0.29
30796,30839,30458,2070,-1.02
33199,33378,33175,7270,-0.48
59199,59460,59097,9910,0.38
28730,29010,28500,21260,-0.63
31847,31847,31692,6670,-0.11
96789,98000,96789,58023,1.58
59317,60320,59120,24580,0.33
25136,25142,25062,8710,-0.28
26555,26675,26320,18410,-0.24
59978,60740,59935,17320,0.78
30643,30643,30405,9440,-0.18
29268,29650,29200,16430,1.05
47418,47971,47418,22960,0.27
28125,28192,27947,10100,-0.49
46614,46923,46502,34600,0.07
26499,26600,26366,13760,0.04
28270,28285,28150,8470,-0.04
28569,28660,28461,7730,0.01
51443,51467,51166,5680,0.18
47996,48125,47480,12420,-0.73
26050,26100,25825,21180,-0.39
58989,59335,58910,10910,0.7
28400,28885,28400,190,0.21
29515,30100,29515,4490,0.63
51250,51536,50968,33440,0.1
28805,28848,28720,7610,0.09
59161,59215,58950,9730,-0.34
52300,52530,49526,68550,-4.59
31139,31280,31089,9190,0.29
60100,60248,59605,9710,0.11
26698,26885,26620,15810,-0.15
29030,29494,28900,240,0.35
32641,32944,32610,18520,0.41
50299,50465,50169,110,0.22
28170,28248,28087,9500,-0.15
28096,28187,28032,660,0.11
27280,27339,27108,12950,-0.62
31068,31068,30785,8150,-0.42
32617,32776,32617,11390,0.33
32500,32800,32300,120,0.19
65852,65867,65260,15980,-0.82
48351,48620,48230,20650,-0.31
47855,48467,47855,23470,1.58
96477,96950,95877,39304,-0.27
28829,28960,28751,11080,-0.24
75329,75380,74742,7530,-0.61
26510,26559,26361,9930,-0.23
33302,33413,33190,9550,0.2
59558,60625,59558,160,1.4
58769,59490,58769,13200,1.28
31110,31110,30756,8280,-0.76
29354,29426,29234,14900,-0.32
47534,47534,47402,5740,0.23
29660,29817,29660,8420,0.51
50790,51171,50740,2870,0.02
60050,60861,59900,710,1.35
28660,28779,28531,13160,-0.26
38424,38588,38224,16910,-0.33
29330,29356,29189,5980,-0.12
30677,30735,30492,15380,0.23
29212,29212,28980,18810,-0.42
31180,31195,30755,11170,-1.09
30585,30648,30389,7860,-0.49
26243,26320,26132,13560,-0.13
99848,99848,99225,36544,-0.17
74191,74300,73900,9820,-0.25
29321,29343,28914,19320,-1.18
51899,51899,51023,1350,-0.2
45450,46222,45355,40800,1.67
26111,26518,26043,8150,1.05
71444,71593,71101,9040,-0.43
104799,105788,104457,51598,1.72
29050,29222,28875,11840,0.27
26864,26864,26681,9480,-0.29
49277,49328,48600,30090,-1.0
40100,40380,40023,13240,0.3
61888,61963,61744,11120,0.12
31810,32165,31810,8390,0.94
49649,50425,49649,35230,1.45
29530,29689,29466,9360,0.37
26725,26922,26654,13730,0.75
48239,48254,47830,2650,-0.64
28932,28932,28653,7380,-1.04
44860,45038,44763,21500,0.38
51678,51872,51421,14320,0.01
58500,58635,58385,6590,0.0
29849,29913,29470,15910,-1.13
37700,37891,37451,28040,-0.61
37700,38426,37595,28960,1.53
98455,98750,97706,7875,-0.12
46719,46809,46202,5170,-0.82
86280,86339,85400,20977,0.13
47600,48180,47512,16920,0.35
48614,48981,48486,27980,-0.24
26180,26389,26140,14190,0.54
29475,29475,29275,8109,-0.46
29871,29871,29586,18130,-0.93
77849,78218,77765,14396,0.43
47669,47862,47350,630,-0.58
37749,38188,37749,25820,1.72
43690,43838,43270,35130,-0.82
25987,25987,25774,14060,-0.32
60697,60957,60610,10030,0.04
29875,29960,29556,14020,0.26
52349,52630,52102,15490,-0.2
38156,38200,37945,20030,-0.48
49338,50140,49257,16900,1.07
117979,119793,117979,66826,1.84
71773,71773,71280,11670,-0.35
30822,31038,30782,24110,0.09
50420,50912,50380,11080,0.58
68550,69014,68500,610,0.79
47930,48136,47711,27630,0.09
59294,59390,59105,11390,0.05
30549,30748,30526,11420,0.71
38188,38245,37536,27880,-1.68
39700,40170,39121,49450,0.31
40049,40987,39885,46770,1.33
51375,51455,50790,930,-1.32
31310,31380,30738,430,-1.72
26898,26969,26786,14010,-0.19
29100,29218,28960,10370,-1.57
109210,110196,108800,39771,0.74
28432,28475,28271,7580,-0.39
27540,28260,27470,16390,1.61
52280,52480,52195,7620,0.4
28996,29157,28705,26940,-0.75
28607,28790,28580,1450,0.38
70379,70379,69000,420,1.34
47650,47848,47643,9530,0.23
38087,38170,37711,16890,-0.91
31405,31440,31285,6020,-0.52
60323,60384,59627,17270,-0.26
32199,32245,32083,14020,0.21
50717,51029,50717,9680,0.57
29349,29549,29349,11910,0.55
50775,51040,50317,16960,1.02
40490,41161,40490,1150,0.28
47488,47625,47429,30,0.18
62521,62644,62448,4990,0.31
71890,72599,71425,140,0.98
29760,29969,29740,10190,0.37
93550,95268,93550,46672,2.25
30576,30690,30450,6630,-0.63
31800,31824,31597,6440,-0.76
58110,58320,57992,8850,0.11
24583,24745,24530,10620,0.6
30780,30817,30200,660,-0.37
29310,29884,29210,31230,0.99
27670,27927,27551,8950,0.51
31125,31300,31125,6160,0.58
24680,24919,24551,15360,0.2
129251,129389,128224,43318,-0.32
28049,28157,27996,8760,-0.04
47290,47550,47130,39880,0.02
38277,38345,38250,670,-0.21
28136,28382,28135,60,0.44
74273,74944,74217,15990,0.95
26644,26740,26472,12930,-0.42
29080,29157,28935,22580,-0.28
30509,30800,30509,13770,1.07
28780,29270,28614,22300,1.49
29273,29448,29211,18560,-1.64
75500,75931,75008,19350,-1.21
29550,29900,29550,9030,1.03
26780,27177,26676,27330,1.37
32394,32601,32315,150,-0.09
27835,27887,27620,13130,0.1
51697,51697,51453,5930,-0.24
29893,30038,29817,11960,-0.25
27313,28199,27313,21910,2.95
62243,62462,62191,5660,-0.03
58448,58533,58261,7110,0.01
28531,28800,28500,2600,0.06
31993,32030,31591,15060,-1.23
94820,95190,94418,7692,-0.61
50305,50387,50051,11800,-0.22
28427,28778,28340,12650,0.13
26586,26937,26488,16660,0.29
27845,27885,27671,8950,-0.7
76500,76859,76350,13730,-0.14
99061,99400,98274,25645,-0.67
28498,28550,28461,7110,0.32
26678,26820,26650,8790,0.38
51100,51788,50906,430,1.16
31530,32500,31510,400,1.19
52350,52485,52105,10090,-0.38
38218,38325,38020,23560,-0.13
62169,62419,62055,10640,-0.53
47520,47990,47315,13760,0.84
46663,46765,46575,9690,0.09
26842,26873,26615,11850,-0.55
29660,29767,29586,8540,0.08
27673,27860,27670,1430,0.46
58515,58772,58380,10090,0.28
28907,28916,28711,7710,-0.19
30699,30710,30525,5190,-0.53
40792,41270,39893,47710,-1.37
30361,30514,30130,19380,-0.36
64659,65127,64559,13400,1.32
60400,60401,59958,7290,-0.08
32000,32045,31836,170,0.02
65252,65548,65041,8910,0.09
49248,49497,49210,21700,0.52
27824,28450,27810,24740,1.69
31616,31758,31572,10840,0.27
30620,30899,30620,10490,0.83
53988,53988,53600,150,0.64
50400,50988,50400,30470,1.26
59932,60549,59932,10300,0.36
48882,49120,48732,15280,-0.01
31980,32235,31955,16620,0.71
50854,51165,50827,10010,0.18
46650,46659,46180,12630,-0.76
25780,25863,25680,6120,-0.08
51533,51708,50966,1490,-0.16
79400,79619,79251,14044,0.07
26756,26920,26620,15850,-0.68
33890,34297,33709,27580,0.36
49429,49429,48621,35190,-1.76
58282,58495,58211,7600,0.12
26300,26591,26300,23100,1.15
75639,75990,75275,14740,0.38
27567,27598,27010,19860,-1.81
95782,96004,94905,29463,-0.79
49376,49991,48867,31170,1.22
47865,48035,47710,18880,0.25
31452,31583,31284,6600,-0.05
47800,47882,47711,8500,0.76
37880,37941,37281,24290,-0.53
48630,49080,48377,380,0.65
30185,30600,30100,190,1.05
44200,44881,43407,76250,0.51
125360,125719,125087,26081,-0.17
28878,28991,28675,8810,0.28
128999,130988,128795,55011,1.87
50352,50847,50272,27720,0.84
50735,50826,50475,8690,-0.3
25785,25859,25700,14690,-0.52
51750,51750,51257,34620,-0.73
31755,31789,31651,5960,-0.02
38010,38170,37455,27540,-1.37
62047,62195,61933,8610,-0.06
27037,27348,26912,19060,0.31
28757,29119,28757,13700,1.34
63035,63188,62893,2410,0.07
29978,30731,29970,27800,2.45
44373,44399,43060,290,-1.5
48701,49317,48635,42550,0.75
46008,46072,45679,17770,-0.53
61058,61360,60977,8380,-0.24
28700,28749,28510,17370,0.03
59095,59180,58861,8540,-0.28
72201,72201,70900,1990,-1.77
24614,24635,24500,100,-0.38
55999,56029,55710,60,-0.06
49820,49899,49600,13260,-0.08
28580,28630,28487,7810,-0.04
74639,74950,74267,11930,0.43
30315,30315,30161,7750,-0.56
25800,26028,25609,24080,-0.38
51000,51398,50967,26660,0.74
27174,27174,26913,6400,-1.44
75671,75930,75452,12880,-0.13
47996,48074,47886,6530,-0.1
30220,30693,30066,12870,1.36
28596,28782,28596,7100,0.32
47469,47469,46910,16580,-0.97
30015,30170,29951,6780,0.03
39917,40274,39806,21340,0.91
56730,56895,56500,10210,-0.13
30600,30790,30511,18180,0.33
26626,26820,26527,16370,0.61
60673,60880,60410,10480,0.14
31192,31387,31135,19520,0.28
59450,59599,59250,8790,-0.12
78389,78728,78018,25071,0.42
27950,28225,27750,2880,-0.67
29400,29460,29011,27150,-0.76
28245,28267,28035,12310,-0.15
69504,70388,69436,15900,1.08
49333,49620,49000,28650,-0.58
49256,49470,48968,27640,-0.36
46306,46590,46306,310,0.07
26473,26513,26150,28390,-1.4
26720,26884,26720,8740,0.18
97198,97459,96962,31271,0.12
96668,97091,96190,41023,-0.18
51339,51645,51158,13160,-0.36
26514,26950,26381,19580,1.38
26601,26697,26460,7800,0.14
50808,51007,50575,12730,-0.57
46135,46215,45910,14400,0.15
81243,83060,81202,25861,1.18
49170,49436,49081,14670,-0.02
